cod_ibge6,leitos_internacao,leitos_internacao_sus,ano
312760,26.0,26.0,2018
312770,546.0,394.0,2018
312780,48.0,48.0,2018
312800,70.0,46.0,2018
312810,29.0,24.0,2018
312820,23.0,23.0,2018
312830,39.0,27.0,2018
312840,30.0,27.0,2018
312860,16.0,16.0,2018
312870,93.0,55.0,2018
312910,20.0,20.0,2018
312940,33.0,33.0,2018
312950,26.0,23.0,2018
312970,12.0,12.0,2018
312980,92.0,83.0,2018
313030,28.0,16.0,2018
313050,30.0,28.0,2018
313090,48.0,40.0,2018
313120,47.0,43.0,2018
313130,597.0,369.0,2018
313150,18.0,15.0,2018
313170,219.0,157.0,2018
313180,20.0,17.0,2018
313190,61.0,44.0,2018
313210,41.0,41.0,2018
313220,41.0,35.0,2018
313230,28.0,28.0,2018
313240,233.0,147.0,2018
313250,99.0,67.0,2018
313270,90.0,81.0,2018
313290,24.0,12.0,2018
313300,53.0,37.0,2018
313310,62.0,47.0,2018
313320,20.0,18.0,2018
313330,63.0,59.0,2018
313350,48.0,40.0,2018
313375,34.0,20.0,2018
313380,96.0,61.0,2018
313420,220.0,136.0,2018
313440,83.0,61.0,2018
313460,31.0,31.0,2018
313470,38.0,38.0,2018
313480,12.0,3.0,2018
313490,37.0,26.0,2018
313505,25.0,25.0,2018
313510,151.0,127.0,2018
313520,66.0,66.0,2018
313540,18.0,17.0,2018
313580,81.0,56.0,2018
313600,33.0,31.0,2018
313620,119.0,64.0,2018
313630,65.0,48.0,2018
313650,27.0,27.0,2018
313670,2409.0,1434.0,2018
313690,14.0,11.0,2018
313700,22.0,22.0,2018
313710,9.0,9.0,2018
313720,58.0,48.0,2018
313750,19.0,19.0,2018
313760,44.0,32.0,2018
313770,50.0,40.0,2018
313780,50.0,46.0,2018
313790,8.0,8.0,2018
313800,23.0,20.0,2018
313820,171.0,90.0,2018
313840,87.0,62.0,2018
313860,35.0,28.0,2018
313880,29.0,24.0,2018
313890,44.0,43.0,2018
313900,56.0,42.0,2018
313920,34.0,34.0,2018
313930,34.0,34.0,2018
313940,195.0,134.0,2018
313950,68.0,46.0,2018
313960,82.0,66.0,2018
313980,38.0,30.0,2018
313990,16.0,16.0,2018
314000,67.0,56.0,2018
314050,15.0,12.0,2018
314070,65.0,52.0,2018
314090,39.0,37.0,2018
314100,4.0,4.0,2018
314110,52.0,38.0,2018
314120,10.0,10.0,2018
314140,56.0,53.0,2018
314150,18.0,18.0,2018
314160,20.0,13.0,2018
314180,67.0,48.0,2018
314190,20.0,17.0,2018
314200,30.0,30.0,2018
314220,48.0,36.0,2018
314240,13.0,12.0,2018
314260,28.0,28.0,2018
314270,30.0,30.0,2018
314280,22.0,18.0,2018
314290,39.0,37.0,2018
314300,20.0,17.0,2018
314310,131.0,114.0,2018
314320,50.0,37.0,2018
314330,904.0,641.0,2018
314350,20.0,19.0,2018
314390,504.0,311.0,2018
314400,79.0,68.0,2018
314410,50.0,27.0,2018
314430,66.0,41.0,2018
314450,15.0,15.0,2018
314460,34.0,28.0,2018
314470,43.0,30.0,2018
314480,242.0,63.0,2018
314500,23.0,23.0,2018
314510,26.0,26.0,2018
314520,56.0,40.0,2018
314530,39.0,39.0,2018
314560,85.0,70.0,2018
314590,65.0,26.0,2018
314600,52.0,37.0,2018
314610,110.0,73.0,2018
314630,45.0,45.0,2018
314650,18.0,18.0,2018
314670,22.0,16.0,2018
314700,277.0,78.0,2018
314710,116.0,75.0,2018
314720,33.0,30.0,2018
314730,34.0,31.0,2018
314750,17.0,15.0,2018
314760,49.0,29.0,2018
314770,30.0,26.0,2018
314790,471.0,284.0,2018
314800,349.0,184.0,2018
314810,182.0,100.0,2018
314860,34.0,34.0,2018
314870,69.0,60.0,2018
314910,13.0,12.0,2018
314920,20.0,20.0,2018
314930,59.0,47.0,2018
314980,28.0,26.0,2018
314990,50.0,36.0,2018
315030,14.0,14.0,2018
315050,12.0,12.0,2018
315080,27.0,25.0,2018
315110,35.0,32.0,2018
315120,141.0,92.0,2018
315140,56.0,42.0,2018
315150,90.0,68.0,2018
315160,6.0,6.0,2018
315170,41.0,29.0,2018
315180,472.0,187.0,2018
315190,18.0,18.0,2018
315200,32.0,25.0,2018
315210,216.0,160.0,2018
315220,46.0,39.0,2018
315240,29.0,28.0,2018
315250,347.0,194.0,2018
315260,26.0,26.0,2018
315270,30.0,27.0,2018
315280,30.0,25.0,2018
315290,16.0,14.0,2018
315300,2.0,2.0,2018
315310,18.0,18.0,2018
315340,18.0,18.0,2018
315400,56.0,40.0,2018
315410,34.0,30.0,2018
315420,70.0,53.0,2018
315430,65.0,56.0,2018
315460,113.0,94.0,2018
315470,12.0,11.0,2018
315490,40.0,31.0,2018
315520,18.0,18.0,2018
315550,19.0,19.0,2018
315560,40.0,40.0,2018
315570,38.0,28.0,2018
315580,61.0,55.0,2018
315590,22.0,19.0,2018
315600,32.0,32.0,2018
315660,35.0,31.0,2018
315670,113.0,113.0,2018
315680,42.0,36.0,2018
315690,50.0,30.0,2018
315700,78.0,52.0,2018
315710,20.0,18.0,2018
315720,53.0,36.0,2018
315770,30.0,30.0,2018
315780,69.0,69.0,2018
315790,31.0,31.0,2018
315800,13.0,,2018
315810,6.0,6.0,2018
315820,41.0,38.0,2018
315920,43.0,,2018
315930,18.0,15.0,2018
315960,50.0,30.0,2018
315980,32.0,25.0,2018
315990,40.0,37.0,2018
316030,8.0,,2018
316040,50.0,41.0,2018
316070,75.0,56.0,2018
316100,40.0,34.0,2018
316110,59.0,59.0,2018
316200,65.0,43.0,2018
316210,44.0,26.0,2018
316220,23.0,17.0,2018
316240,37.0,37.0,2018
316250,206.0,123.0,2018
316270,50.0,48.0,2018
316280,52.0,50.0,2018
316290,43.0,38.0,2018
316370,88.0,67.0,2018
316390,9.0,9.0,2018
316420,18.0,18.0,2018
316430,10.0,4.0,2018
316470,334.0,265.0,2018
316500,45.0,30.0,2018
316510,1.0,,2018
316530,30.0,23.0,2018
316570,20.0,6.0,2018
316680,12.0,12.0,2018
316690,14.0,13.0,2018
316710,56.0,37.0,2018
316720,347.0,242.0,2018
316800,81.0,74.0,2018
316840,52.0,49.0,2018
316850,15.0,15.0,2018
316860,317.0,254.0,2018
316870,69.0,43.0,2018
316890,14.0,14.0,2018
316920,28.0,20.0,2018
316930,131.0,94.0,2018
316935,32.0,23.0,2018
316940,126.0,67.0,2018
316970,56.0,39.0,2018
316990,292.0,198.0,2018
317005,2.0,,2018
317010,977.0,623.0,2018
317020,1191.0,806.0,2018
317040,101.0,56.0,2018
317043,34.0,32.0,2018
317052,30.0,30.0,2018
317070,305.0,172.0,2018
317080,56.0,32.0,2018
317090,23.0,23.0,2018
317100,40.0,27.0,2018
317120,71.0,61.0,2018
317130,226.0,132.0,2018
317160,39.0,39.0,2018
317170,27.0,25.0,2018
317180,49.0,48.0,2018
317200,82.0,54.0,2018
320010,59.0,53.0,2018
320020,50.0,43.0,2018
320040,306.0,53.0,2018
320050,30.0,30.0,2018
320060,123.0,93.0,2018
320070,10.0,10.0,2018
320080,51.0,51.0,2018
320090,25.0,,2018
320100,39.0,31.0,2018
320120,510.0,352.0,2018
320130,333.0,187.0,2018
320140,51.0,31.0,2018
320150,486.0,336.0,2018
320160,16.0,16.0,2018
320170,20.0,20.0,2018
320190,102.0,93.0,2018
320210,56.0,46.0,2018
320220,71.0,11.0,2018
320230,91.0,76.0,2018
320240,43.0,43.0,2018
320245,50.0,41.0,2018
320260,28.0,26.0,2018
320270,51.0,47.0,2018
320280,126.0,120.0,2018
320290,35.0,30.0,2018
320300,76.0,65.0,2018
320305,23.0,23.0,2018
320310,26.0,26.0,2018
320313,50.0,32.0,2018
320316,23.0,23.0,2018
320320,245.0,161.0,2018
320332,64.0,,2018
320340,52.0,50.0,2018
320350,35.0,33.0,2018
320360,19.0,19.0,2018
320370,35.0,34.0,2018
320380,42.0,38.0,2018
320390,61.0,40.0,2018
320400,50.0,50.0,2018
320405,36.0,30.0,2018
320410,32.0,32.0,2018
320420,42.0,12.0,2018
320435,26.0,26.0,2018
320450,25.0,23.0,2018
320455,59.0,56.0,2018
320460,69.0,58.0,2018
320470,100.0,70.0,2018
320480,77.0,77.0,2018
320490,285.0,207.0,2018
320500,699.0,463.0,2018
320503,30.0,29.0,2018
320506,90.0,50.0,2018
320520,865.0,433.0,2018
320530,1583.0,1153.0,2018
330010,360.0,291.0,2018
330015,37.0,37.0,2018
330020,158.0,123.0,2018
330022,21.0,21.0,2018
330023,48.0,48.0,2018
330025,79.0,79.0,2018
330030,234.0,194.0,2018
330040,286.0,187.0,2018
330045,285.0,178.0,2018
330050,65.0,60.0,2018
330060,131.0,71.0,2018
330070,539.0,313.0,2018
330080,103.0,103.0,2018
330090,44.0,44.0,2018
330100,1667.0,1065.0,2018
330110,83.0,71.0,2018
330120,38.0,36.0,2018
330130,75.0,75.0,2018
330140,52.0,52.0,2018
330150,38.0,38.0,2018
330160,16.0,16.0,2018
330170,1068.0,709.0,2018
330180,29.0,20.0,2018
330185,137.0,73.0,2018
330190,365.0,351.0,2018
330200,166.0,97.0,2018
330205,56.0,26.0,2018
330210,68.0,40.0,2018
330220,449.0,256.0,2018
330225,106.0,40.0,2018
330230,49.0,49.0,2018
330240,527.0,301.0,2018
330250,192.0,142.0,2018
330260,62.0,62.0,2018
330270,130.0,97.0,2018
330280,27.0,17.0,2018
330285,153.0,100.0,2018
330290,99.0,99.0,2018
330300,66.0,41.0,2018
330310,50.0,46.0,2018
330320,142.0,93.0,2018
330330,2455.0,1015.0,2018
330340,634.0,380.0,2018
330350,918.0,468.0,2018
330360,82.0,54.0,2018
330370,119.0,113.0,2018
330380,35.0,35.0,2018
330390,1424.0,1024.0,2018
330395,31.0,29.0,2018
330400,61.0,52.0,2018
330411,45.0,45.0,2018
330412,33.0,33.0,2018
330414,76.0,76.0,2018
330415,74.0,74.0,2018
330420,381.0,158.0,2018
330430,108.0,84.0,2018
330440,41.0,41.0,2018
330450,21.0,21.0,2018
330452,94.0,82.0,2018
330455,16532.0,8923.0,2018
330460,79.0,79.0,2018
330470,174.0,103.0,2018
330475,26.0,26.0,2018
330480,111.0,102.0,2018
330490,1555.0,1093.0,2018
330500,33.0,33.0,2018
330510,185.0,101.0,2018
330515,56.0,54.0,2018
330520,72.0,56.0,2018
330530,48.0,39.0,2018
330550,103.0,103.0,2018
330555,27.0,27.0,2018
330560,40.0,40.0,2018
330570,25.0,25.0,2018
330575,214.0,94.0,2018
330580,339.0,268.0,2018
330590,38.0,31.0,2018
330600,266.0,226.0,2018
330610,318.0,289.0,2018
330615,42.0,39.0,2018
330620,457.0,404.0,2018
330630,658.0,400.0,2018
350010,258.0,219.0,2018
350030,10.0,,2018
350050,42.0,30.0,2018
350070,60.0,38.0,2018
350100,31.0,25.0,2018
350110,22.0,19.0,2018
350130,20.0,18.0,2018
350160,571.0,205.0,2018
350170,198.0,198.0,2018
350190,383.0,230.0,2018
350210,127.0,91.0,2018
350220,57.0,54.0,2018
350250,104.0,70.0,2018
350260,22.0,20.0,2018
350270,51.0,41.0,2018
350280,367.0,305.0,2018
350290,321.0,,2018
350310,16.0,16.0,2018
350320,443.0,216.0,2018
350330,557.0,262.0,2018
350340,29.0,18.0,2018
350370,25.0,4.0,2018
350380,36.0,,2018
350390,92.0,24.0,2018
350400,285.0,160.0,2018
350410,192.0,55.0,2018
350420,44.0,35.0,2018
350450,159.0,95.0,2018
350490,15.0,15.0,2018
350520,23.0,16.0,2018
350530,91.0,59.0,2018
350550,504.0,391.0,2018
350570,429.0,353.0,2018
350580,35.0,28.0,2018
350590,133.0,101.0,2018
350600,1159.0,612.0,2018
350610,140.0,75.0,2018
350630,23.0,23.0,2018
350635,49.0,49.0,2018
350640,36.0,36.0,2018
350650,168.0,88.0,2018
350670,13.0,11.0,2018
350680,35.0,29.0,2018
350700,53.0,36.0,2018
350710,12.0,12.0,2018
350740,26.0,16.0,2018
350750,741.0,541.0,2018
350760,368.0,206.0,2018
350790,41.0,35.0,2018
350810,42.0,22.0,2018
350840,15.0,10.0,2018
350850,118.0,68.0,2018
350860,47.0,40.0,2018
350870,62.0,62.0,2018
350880,48.0,37.0,2018
350900,122.0,67.0,2018
350920,155.0,55.0,2018
350930,32.0,26.0,2018
350940,140.0,55.0,2018
350950,2755.0,1322.0,2018
350960,68.0,68.0,2018
350970,201.0,191.0,2018
351000,30.0,25.0,2018
351020,58.0,48.0,2018
351030,14.0,14.0,2018
351040,87.0,47.0,2018
351050,165.0,111.0,2018
351060,270.0,220.0,2018
351070,31.0,12.0,2018
351080,372.0,356.0,2018
351100,31.0,30.0,2018
351110,533.0,374.0,2018
351130,50.0,,2018
351140,39.0,32.0,2018
351150,28.0,18.0,2018
351160,30.0,17.0,2018
351170,33.0,26.0,2018
351190,30.0,20.0,2018
351200,47.0,35.0,2018
351210,20.0,20.0,2018
351220,52.0,50.0,2018
351230,32.0,32.0,2018
351260,6.0,6.0,2018
351280,112.0,60.0,2018
351300,553.0,111.0,2018
351310,15.0,13.0,2018
351340,120.0,84.0,2018
351350,118.0,66.0,2018
351360,40.0,25.0,2018
351370,40.0,25.0,2018
351380,634.0,555.0,2018
351390,186.0,186.0,2018
351410,67.0,47.0,2018
351430,14.0,14.0,2018
351440,143.0,108.0,2018
351450,87.0,77.0,2018
351480,2.0,2.0,2018
351490,6.0,6.0,2018
351500,94.0,89.0,2018
351510,16.0,16.0,2018
351518,453.0,361.0,2018
351520,50.0,45.0,2018
351540,20.0,12.0,2018
351550,135.0,84.0,2018
351570,189.0,189.0,2018
351600,47.0,30.0,2018
351620,736.0,482.0,2018
351630,147.0,98.0,2018
351640,693.0,611.0,2018
351660,45.0,27.0,2018
351670,312.0,270.0,2018
351690,32.0,20.0,2018
351700,48.0,36.0,2018
351740,60.0,42.0,2018
351760,19.0,19.0,2018
351770,30.0,22.0,2018
351780,23.0,15.0,2018
351820,74.0,48.0,2018
351830,35.0,29.0,2018
351840,244.0,156.0,2018
351860,67.0,60.0,2018
351870,336.0,225.0,2018
351880,1996.0,1444.0,2018
351900,58.0,58.0,2018
351907,84.0,62.0,2018
351910,30.0,28.0,2018
351930,32.0,32.0,2018
351940,27.0,9.0,2018
351960,99.0,46.0,2018
351970,67.0,63.0,2018
351990,20.0,20.0,2018
352000,63.0,,2018
352010,60.0,42.0,2018
352020,15.0,15.0,2018
352030,9.0,9.0,2018
352040,46.0,46.0,2018
352044,116.0,74.0,2018
352050,337.0,207.0,2018
352070,36.0,4.0,2018
352090,49.0,29.0,2018
352100,15.0,15.0,2018
352130,49.0,39.0,2018
352140,2.0,2.0,2018
352170,35.0,35.0,2018
352180,35.0,35.0,2018
352190,30.0,20.0,2018
352210,131.0,131.0,2018
352220,583.0,176.0,2018
352230,142.0,100.0,2018
352240,145.0,103.0,2018
352250,294.0,217.0,2018
352260,1041.0,578.0,2018
352270,76.0,46.0,2018
352280,46.0,27.0,2018
352290,30.0,25.0,2018
352310,224.0,224.0,2018
352320,96.0,78.0,2018
352340,119.0,60.0,2018
352350,14.0,7.0,2018
352360,25.0,25.0,2018
352390,458.0,426.0,2018
352400,86.0,48.0,2018
352410,121.0,55.0,2018
352420,17.0,17.0,2018
352430,212.0,56.0,2018
352440,395.0,167.0,2018
352450,216.0,150.0,2018
352470,80.0,78.0,2018
352480,154.0,103.0,2018
352500,14.0,,2018
352520,49.0,17.0,2018
352530,905.0,715.0,2018
352550,11.0,11.0,2018
352570,53.0,22.0,2018
352590,824.0,439.0,2018
352600,52.0,25.0,2018
352620,59.0,,2018
352640,46.0,28.0,2018
352670,141.0,77.0,2018
352680,87.0,60.0,2018
352690,375.0,180.0,2018
352710,448.0,344.0,2018
352720,164.0,85.0,2018
352730,34.0,27.0,2018
352740,15.0,10.0,2018
352770,3.0,3.0,2018
352800,31.0,18.0,2018
352810,18.0,15.0,2018
352850,47.0,41.0,2018
352880,26.0,22.0,2018
352900,875.0,663.0,2018
352920,35.0,30.0,2018
352930,162.0,92.0,2018
352940,401.0,246.0,2018
352970,66.0,47.0,2018
352980,5.0,5.0,2018
353010,68.0,68.0,2018
353030,81.0,30.0,2018
353050,135.0,88.0,2018
353060,898.0,601.0,2018
353070,333.0,154.0,2018
353080,213.0,114.0,2018
353110,48.0,48.0,2018
353130,109.0,58.0,2018
353140,80.0,30.0,2018
353150,70.0,51.0,2018
353180,35.0,26.0,2018
353190,45.0,31.0,2018
353200,19.0,9.0,2018
353240,20.0,20.0,2018
353250,21.0,10.0,2018
353260,129.0,35.0,2018
353290,12.0,7.0,2018
353300,62.0,19.0,2018
353340,53.0,53.0,2018
353350,105.0,35.0,2018
353390,79.0,42.0,2018
353430,98.0,60.0,2018
353440,916.0,589.0,2018
353460,73.0,59.0,2018
353470,166.0,83.0,2018
353475,33.0,28.0,2018
353490,37.0,32.0,2018
353520,20.0,10.0,2018
353530,54.0,36.0,2018
353540,36.0,35.0,2018
353550,97.0,78.0,2018
353580,30.0,30.0,2018
353600,32.0,26.0,2018
353620,150.0,150.0,2018
353630,35.0,23.0,2018
353650,85.0,85.0,2018
353660,24.0,18.0,2018
353670,72.0,52.0,2018
353700,82.0,59.0,2018
353710,98.0,98.0,2018
353730,254.0,175.0,2018
353740,52.0,47.0,2018
353760,14.0,14.0,2018
353780,290.0,258.0,2018
353790,35.0,27.0,2018
353800,201.0,127.0,2018
353860,37.0,29.0,2018
353870,757.0,331.0,2018
353880,77.0,58.0,2018
353890,299.0,78.0,2018
353900,41.0,9.0,2018
353930,151.0,57.0,2018
353940,28.0,25.0,2018
353950,50.0,32.0,2018
353980,35.0,35.0,2018
354000,42.0,36.0,2018
354020,45.0,29.0,2018
354040,18.0,8.0,2018
354060,51.0,39.0,2018
354070,55.0,33.0,2018
354080,31.0,28.0,2018
354100,212.0,199.0,2018
354110,120.0,,2018
354120,51.0,40.0,2018
354130,78.0,68.0,2018
354140,1028.0,676.0,2018
354150,96.0,60.0,2018
354160,45.0,45.0,2018
354190,38.0,38.0,2018
354220,103.0,71.0,2018
354240,16.0,13.0,2018
354260,145.0,98.0,2018
354290,17.0,11.0,2018
354300,36.0,35.0,2018
354330,164.0,50.0,2018
354340,2188.0,1415.0,2018
354380,23.0,20.0,2018
354390,392.0,190.0,2018
354400,44.0,32.0,2018
354420,36.0,7.0,2018
354425,57.0,57.0,2018
354430,54.0,14.0,2018
354490,29.0,19.0,2018
354500,19.0,17.0,2018
354520,116.0,62.0,2018
354530,269.0,247.0,2018
354540,34.0,22.0,2018
354560,24.0,7.0,2018
354580,168.0,97.0,2018
354630,46.0,25.0,2018
354640,96.0,55.0,2018
354660,70.0,46.0,2018
354680,101.0,82.0,2018
354700,6.0,6.0,2018
354730,35.0,35.0,2018
354750,319.0,296.0,2018
354760,30.0,18.0,2018
354770,56.0,37.0,2018
354780,1455.0,643.0,2018
354790,21.0,21.0,2018
354850,1738.0,874.0,2018
354860,40.0,26.0,2018
354870,1510.0,785.0,2018
354880,591.0,183.0,2018
354890,434.0,213.0,2018
354910,199.0,94.0,2018
354940,115.0,68.0,2018
354970,136.0,81.0,2018
354980,1850.0,871.0,2018
354990,1645.0,869.0,2018
355000,26.0,11.0,2018
355010,35.0,31.0,2018
355020,54.0,54.0,2018
355030,29203.0,14846.0,2018
355040,62.0,37.0,2018
355060,88.0,49.0,2018
355070,101.0,93.0,2018
355080,30.0,26.0,2018
355090,50.0,38.0,2018
355100,281.0,150.0,2018
355150,55.0,42.0,2018
355160,49.0,33.0,2018
355170,162.0,66.0,2018
355200,2.0,2.0,2018
355210,70.0,63.0,2018
355220,1414.0,845.0,2018
355230,22.0,20.0,2018
355240,177.0,172.0,2018
355250,150.0,67.0,2018
355260,30.0,11.0,2018
355270,35.0,22.0,2018
355280,495.0,334.0,2018
355300,29.0,24.0,2018
355320,4.0,4.0,2018
355330,36.0,25.0,2018
355340,72.0,30.0,2018
355360,24.0,19.0,2018
355370,124.0,72.0,2018
355380,49.0,31.0,2018
355400,147.0,92.0,2018
355410,504.0,325.0,2018
355430,58.0,52.0,2018
355440,34.0,30.0,2018
355450,55.0,33.0,2018
355470,20.0,13.0,2018
355500,446.0,330.0,2018
355510,48.0,30.0,2018
355540,81.0,71.0,2018
355580,26.0,24.0,2018
355600,34.0,13.0,2018
355620,142.0,57.0,2018
355630,55.0,31.0,2018
355640,77.0,47.0,2018
355645,70.0,2.0,2018
355650,39.0,31.0,2018
355660,72.0,,2018
355670,78.0,49.0,2018
355680,48.0,30.0,2018
355700,177.0,53.0,2018
355710,205.0,115.0,2018
355720,50.0,30.0,2018
410010,22.0,21.0,2018
410020,3.0,3.0,2018
410045,19.0,19.0,2018
410050,37.0,37.0,2018
410060,20.0,19.0,2018
410080,16.0,16.0,2018
410090,13.0,13.0,2018
410100,34.0,33.0,2018
410110,62.0,57.0,2018
410120,31.0,31.0,2018
410130,2.0,2.0,2018
410140,228.0,159.0,2018
410150,388.0,322.0,2018
410160,21.0,21.0,2018
410170,28.0,22.0,2018
410180,91.0,91.0,2018
410190,49.0,38.0,2018
410200,57.0,42.0,2018
410210,59.0,51.0,2018
410220,10.0,10.0,2018
410240,150.0,99.0,2018
410250,29.0,29.0,2018
410280,19.0,19.0,2018
410290,43.0,43.0,2018
410300,10.0,9.0,2018
410305,20.0,20.0,2018
410310,11.0,11.0,2018
410320,29.0,29.0,2018
410330,26.0,26.0,2018
410360,100.0,90.0,2018
410370,100.0,57.0,2018
410390,50.0,48.0,2018
410400,356.0,323.0,2018
410420,973.0,851.0,2018
410430,224.0,138.0,2018
410440,31.0,31.0,2018
410442,39.0,37.0,2018
410450,38.0,29.0,2018
410460,34.0,32.0,2018
410470,21.0,21.0,2018
410480,1030.0,610.0,2018
410490,74.0,61.0,2018
410510,25.0,25.0,2018
410520,26.0,26.0,2018
410530,36.0,28.0,2018
410540,77.0,70.0,2018
410550,152.0,113.0,2018
410560,16.0,16.0,2018
410570,56.0,49.0,2018
410580,119.0,109.0,2018
410590,101.0,65.0,2018
410600,24.0,24.0,2018
410610,20.0,20.0,2018
410620,16.0,16.0,2018
410630,29.0,27.0,2018
410640,203.0,131.0,2018
410650,67.0,60.0,2018
410660,32.0,32.0,2018
410670,11.0,11.0,2018
410680,35.0,35.0,2018
410690,5547.0,2782.0,2018
410700,19.0,19.0,2018
410710,19.0,19.0,2018
410715,15.0,15.0,2018
410720,106.0,93.0,2018
410730,13.0,13.0,2018
410750,36.0,33.0,2018
410753,30.0,20.0,2018
410760,30.0,30.0,2018
410765,48.0,48.0,2018
410775,31.0,31.0,2018
410800,22.0,22.0,2018
410820,38.0,31.0,2018
410830,399.0,271.0,2018
410832,10.0,10.0,2018
410840,289.0,184.0,2018
410855,10.0,10.0,2018
410860,102.0,55.0,2018
410870,26.0,26.0,2018
410880,60.0,50.0,2018
410890,16.0,16.0,2018
410900,15.0,15.0,2018
410930,79.0,64.0,2018
410940,364.0,250.0,2018
410950,14.0,14.0,2018
410960,50.0,50.0,2018
410970,55.0,55.0,2018
410975,33.0,33.0,2018
410980,127.0,63.0,2018
411030,11.0,11.0,2018
411040,16.0,16.0,2018
411050,29.0,29.0,2018
411060,31.0,31.0,2018
411070,157.0,111.0,2018
411080,31.0,31.0,2018
411090,19.0,17.0,2018
411095,25.0,25.0,2018
411100,21.0,21.0,2018
411110,16.0,16.0,2018
411125,49.0,49.0,2018
411130,17.0,17.0,2018
411140,18.0,18.0,2018
411150,193.0,159.0,2018
411160,16.0,16.0,2018
411170,18.0,18.0,2018
411180,108.0,76.0,2018
411190,28.0,28.0,2018
411200,79.0,79.0,2018
411210,341.0,319.0,2018
411230,3.0,3.0,2018
411240,18.0,14.0,2018
411250,23.0,23.0,2018
411270,19.0,18.0,2018
411275,25.0,18.0,2018
411280,31.0,26.0,2018
411290,14.0,14.0,2018
411295,25.0,25.0,2018
411300,19.0,19.0,2018
411310,23.0,23.0,2018
411320,147.0,107.0,2018
411330,115.0,98.0,2018
411345,20.0,20.0,2018
411350,119.0,103.0,2018
411370,1927.0,1204.0,2018
411375,29.0,18.0,2018
411380,16.0,16.0,2018
411390,32.0,28.0,2018
411400,11.0,,2018
411410,55.0,32.0,2018
411420,64.0,47.0,2018
411430,50.0,50.0,2018
411440,57.0,49.0,2018
411450,24.0,24.0,2018
411460,76.0,22.0,2018
411500,23.0,22.0,2018
411520,1462.0,772.0,2018
411535,2.0,2.0,2018
411540,62.0,47.0,2018
411550,21.0,21.0,2018
411560,48.0,33.0,2018
411570,9.0,9.0,2018
411580,192.0,101.0,2018
411600,10.0,10.0,2018
411605,45.0,24.0,2018
411620,31.0,31.0,2018
411670,49.0,40.0,2018
411680,22.0,20.0,2018
411690,67.0,62.0,2018
411695,12.0,12.0,2018
411700,16.0,14.0,2018
411710,33.0,31.0,2018
411720,16.0,16.0,2018
411722,11.0,6.0,2018
411725,17.0,,2018
411727,39.0,39.0,2018
411730,30.0,,2018
411740,12.0,12.0,2018
411750,15.0,15.0,2018
411760,91.0,90.0,2018
411770,146.0,113.0,2018
411790,69.0,31.0,2018
411800,42.0,32.0,2018
411820,193.0,113.0,2018
411830,15.0,15.0,2018
411840,177.0,110.0,2018
411845,17.0,15.0,2018
411850,282.0,208.0,2018
411870,12.0,12.0,2018
411890,19.0,19.0,2018
411910,50.0,48.0,2018
411915,287.0,273.0,2018
411920,27.0,17.0,2018
411930,91.0,82.0,2018
411940,20.0,20.0,2018
411950,644.0,484.0,2018
411960,89.0,79.0,2018
411970,15.0,15.0,2018
411980,47.0,41.0,2018
411990,784.0,539.0,2018
412000,31.0,31.0,2018
412020,10.0,10.0,2018
412033,20.0,20.0,2018
412035,49.0,40.0,2018
412040,18.0,18.0,2018
412050,19.0,19.0,2018
412060,127.0,113.0,2018
412070,28.0,26.0,2018
412090,34.0,34.0,2018
412100,26.0,25.0,2018
412120,25.0,25.0,2018
412130,16.0,16.0,2018
412150,56.0,52.0,2018
412170,39.0,32.0,2018
412180,54.0,51.0,2018
412190,49.0,44.0,2018
412200,55.0,52.0,2018
412220,30.0,30.0,2018
412230,30.0,27.0,2018
412240,213.0,197.0,2018
412250,31.0,31.0,2018
412260,31.0,24.0,2018
412265,25.0,25.0,2018
412290,20.0,20.0,2018
412300,24.0,24.0,2018
412310,15.0,15.0,2018
412350,86.0,53.0,2018
412370,27.0,19.0,2018
412380,32.0,32.0,2018
412385,41.0,41.0,2018
412390,36.0,36.0,2018
412400,20.0,20.0,2018
412410,164.0,130.0,2018
412420,10.0,10.0,2018
412430,13.0,13.0,2018
412440,30.0,25.0,2018
412460,16.0,15.0,2018
412470,20.0,20.0,2018
412490,17.0,17.0,2018
412500,20.0,20.0,2018
412510,20.0,19.0,2018
412520,28.0,23.0,2018
412535,22.0,22.0,2018
412540,18.0,18.0,2018
412545,22.0,19.0,2018
412550,198.0,142.0,2018
412560,50.0,38.0,2018
412570,254.0,254.0,2018
412580,25.0,23.0,2018
412600,25.0,25.0,2018
412620,31.0,31.0,2018
412625,167.0,115.0,2018
412630,39.0,36.0,2018
412640,23.0,23.0,2018
412650,16.0,16.0,2018
412660,54.0,35.0,2018
412667,16.0,16.0,2018
412670,9.0,9.0,2018
412700,17.0,17.0,2018
412710,166.0,123.0,2018
412720,65.0,63.0,2018
412730,29.0,25.0,2018
412740,21.0,14.0,2018
412750,30.0,30.0,2018
412760,16.0,16.0,2018
412770,321.0,143.0,2018
412780,66.0,50.0,2018
412785,31.0,31.0,2018
412788,6.0,6.0,2018
412790,23.0,22.0,2018
412795,23.0,23.0,2018
412796,53.0,49.0,2018
412800,102.0,51.0,2018
412810,685.0,522.0,2018
412820,218.0,106.0,2018
412840,45.0,38.0,2018
412850,33.0,32.0,2018
412855,27.0,26.0,2018
412860,20.0,18.0,2018
420010,42.0,34.0,2018
420020,21.0,17.0,2018
